service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
UM1516-UMTS-Weekday-22,1,1,1,1,1,0,0,20160216,20160216
UM1516-UMTS-Weekday-22-0001100,0,0,0,1,1,0,0,20160216,20160216
UM1516-UMTS-Weekday-22-1110000,1,1,1,0,0,0,0,20160216,20160216
UM1516-UMTS-Weekday-15,1,1,1,1,1,0,0,20160311,20160311
UM1516-UMTS-Saturday-07,0,0,0,0,0,1,0,20160312,20160903
UM1516-UMTS-Sunday-08,0,0,0,0,0,0,1,20160313,20160904
UM1516-UMTS-Weekday-05,1,1,1,1,1,0,0,20160314,20160318
UM1516-UMTS-Weekday-14,1,1,1,1,1,0,0,20160505,20160505
UM1516-UMTS-Weekday-14-0001100,0,0,0,1,1,0,0,20160505,20160505
UM1516-UMTS-Weekday-14-1110000,1,1,1,0,0,0,0,20160505,20160505
UM1516-UMTS-Weekday-29,1,1,1,1,1,0,0,20160506,20160506
UM1516-UMTS-Saturday-15,0,0,0,0,0,1,0,20160507,20160507
UM1516-UMTS-Sunday-14,0,0,0,0,0,0,1,20160508,20160508
UM1516-UMTS-Weekday-31,1,1,1,1,1,0,0,20160509,20160509
UM1516-UMTS-Weekday-07,1,1,1,1,1,0,0,20160510,20160513
UM1516-UMTS-Saturday-08,0,0,0,0,0,1,0,20160514,20160514
UM1516-UMTS-Weekday-03,1,1,1,1,1,0,0,20160516,20160905
N1509-VATCo-Weekday-01,1,1,1,1,1,0,0,20151209,20151218
N1509-VATCo-Weekday-01-0100000,0,1,0,0,0,0,0,20151209,20151218
N1509-VATCo-Weekday-01-1000000,1,0,0,0,0,0,0,20151209,20151218
N1509-VATCo-Weekday-01-1110100,1,1,1,0,1,0,0,20151209,20151218
N1509-VATCo-Weekday-01-0001000,0,0,0,1,0,0,0,20151209,20151218
N1509-VATCo-Weekday-01-0101100,0,1,0,1,1,0,0,20151209,20151218
N1509-VATCo-Weekday-01-0000100,0,0,0,0,1,0,0,20151209,20151218
N1509-VATCo-Weekday-01-0010000,0,0,1,0,0,0,0,20151209,20151218
N1509-VATCo-Weekday-01-0001100,0,0,0,1,1,0,0,20151209,20151218
N1509-VATCo-Weekday-01-1101100,1,1,0,1,1,0,0,20151209,20151218
N1509-VATCo-Weekday-01-1100000,1,1,0,0,0,0,0,20151209,20151218
N1509-VATCo-Weekday-01-1011100,1,0,1,1,1,0,0,20151209,20151218
N1509-VATCo-Saturday-01,0,0,0,0,0,1,0,20151212,20151219
N1509-VATCo-Sunday-01,0,0,0,0,0,0,1,20151213,20151213
N1512-VATCo-Sunday-00,0,0,0,0,0,0,1,20151220,20160118
N1512-VATCo-Weekday-00,1,1,1,1,1,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0100000,0,1,0,0,0,0,0,20151221,20160115
N1512-VATCo-Weekday-00-1000000,1,0,0,0,0,0,0,20151221,20160115
N1512-VATCo-Weekday-00-1110100,1,1,1,0,1,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0001000,0,0,0,1,0,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0101100,0,1,0,1,1,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0000100,0,0,0,0,1,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0001100,0,0,0,1,1,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0010000,0,0,1,0,0,0,0,20151221,20160115
N1512-VATCo-Weekday-00-1100000,1,1,0,0,0,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0111100,0,1,1,1,1,0,0,20151221,20160115
N1512-VATCo-Weekday-00-0011100,0,0,1,1,1,0,0,20151221,20160115
N1512-VATCo-Saturday-00,0,0,0,0,0,1,0,20151226,20160116
N1509-VATCo-Sunday-00,0,0,0,0,0,0,1,20160117,20160501
N1509-VATCo-Weekday-00,1,1,1,1,1,0,0,20160119,20160506
N1509-VATCo-Weekday-00-0100000,0,1,0,0,0,0,0,20160119,20160506
N1509-VATCo-Weekday-00-1000000,1,0,0,0,0,0,0,20160119,20160506
N1509-VATCo-Weekday-00-1110100,1,1,1,0,1,0,0,20160119,20160506
N1509-VATCo-Weekday-00-0001000,0,0,0,1,0,0,0,20160119,20160506
N1509-VATCo-Weekday-00-0101100,0,1,0,1,1,0,0,20160119,20160506
N1509-VATCo-Weekday-00-0000100,0,0,0,0,1,0,0,20160119,20160506
N1509-VATCo-Weekday-00-0010000,0,0,1,0,0,0,0,20160119,20160506
N1509-VATCo-Weekday-00-0001100,0,0,0,1,1,0,0,20160119,20160506
N1509-VATCo-Weekday-00-1101100,1,1,0,1,1,0,0,20160119,20160506
N1509-VATCo-Weekday-00-1100000,1,1,0,0,0,0,0,20160119,20160506
N1509-VATCo-Saturday-00,0,0,0,0,0,1,0,20160123,20160507
